Sr,Title,Name as per Document (e.g. Leaving Certificate),Birth Date,Student Status,Application No.,Institute,Course,Program,Admission Quota,Student Phone 1,Student Phone 2,Whatsapp No.,Email,Email Alternate,Emergency Contact No.,Father Mobile No.,Mother Mobile No.,Guardian Mobile No.,Aadhaar Card No.
82,Mr,Madhup Keer,02-08-2003,Provisionally Admitted,25PG619045,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,5404534150,91237762,5404534150,cbhavsar@hotmail.com,navyadass@yahoo.com,4574076085,9140027680,6376484598,8428745327,9.03651E+11
83,Miss,Anahita Dayal,26-09-1975,Duplicate,25UG733927,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,2235560231,6689840613,2235560231,vshan@kumer.com,shanaya80@yahoo.com,5800984617,6761228568,1278420675,4875671647,6.52958E+11
84,Ms,Amira Mangat,03-10-2005,Provisionally Admitted,25UG860937,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,2332484747,6400868978,2332484747,hrishitasolanki@dara-goswami.com,pranaysahni@kibe-sood.com,5115517018,3496127840,3717551019,7190458339,1.94779E+11
85,Ms,Mahika Kara,04-07-1978,Provisionally Admitted,25UG393257,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,8886057740,8454619552,8886057740,vritika27@gulati.com,yuvaan11@jhaveri-sethi.com,5000667214,4209793240,6636020630,7679771031,2.42777E+11
86,Ms,Dhruv Kale,20-06-1978,Provisionally Admitted,25UG258447,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,6937179638,8264093988,6937179638,pbaria@shah.info,amanishukla@khatri.com,4064950154,4544526832,2579835564,7158411914,6.04809E+11
87,Mrs,Nehmat Taneja,11-09-1991,Provisionally Admitted,25PG506754,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,4211220139,2918000289,4211220139,ahana-19@sibal.com,fganguly@mangal.com,2876670257,2268447264,4918570695,8257911386,3.66388E+11
88,Ms,Indrans Bora,22-09-1971,Duplicate,25UG317791,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,5381587004,4505339339,5381587004,kannanindranil@ghose.org,bijusur@sura.net,331053380,9855586709,3669540852,3461594193,4.94386E+11
89,Dr,Zeeshan Shan,26-01-1997,Provisionally Admitted,25UG765028,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,6662351914,4754124884,6662351914,inaaya-goel@divan.com,ptata@yahoo.com,1545951996,5507870601,3401399819,5581448544,9.66593E+11
90,Dr,Umang Master,14-02-1993,Provisionally Admitted,25UG625416,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,6665125344,5425681292,6665125344,kabirsarraf@yahoo.com,shanaya52@hotmail.com,7491661741,7277668036,215133170,9653147025,9.0617E+11
91,Miss,Kiara Gokhale,30-04-1977,Duplicate,25UG335537,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,700723073,1559448035,700723073,rashakeer@gmail.com,ishitasharaf@gmail.com,6758221672,5990243114,4401675044,4721753511,6.95929E+11
92,Miss,Eva Iyengar,05-05-2000,Provisionally Admitted,25UG779999,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,1587722996,9913272058,1587722996,gtalwar@seshadri.com,ogala@shan.info,6275321018,2606285777,7855163188,1326365618,2.04412E+11
93,Mr,Ishita Amble,12-01-1992,Provisionally Admitted,25PG804179,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,3304471839,6762559357,3304471839,xsundaram@guha.org,miraankothari@wason.com,5099629831,1936538413,2227767818,2232414850,4.86761E+11
94,Ms,Saanvi Thaman,06-09-2000,Duplicate,25UG135475,Centre for Distance and Online Education,MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,2534512875,3218807389,2534512875,badalanvi@gmail.com,elakshi23@yahoo.com,8614803098,2022901661,3584976690,8874786506,1.29886E+11
95,Dr,Nitya Gola,31-07-1971,Provisionally Admitted,25UG419683,Centre for Distance and Online Education,MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,8965417914,9532042069,8965417914,nityaraju@agrawal-bhagat.com,ykeer@trivedi-hans.com,6395715838,4228527188,2247440971,3260796456,5.81949E+11
96,Ms,Gokul Singhal,13-06-1991,Provisionally Admitted,25PG588421,Centre for Distance and Online Education,MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Installment,174065002,3429240640,174065002,baiju21@wagle.com,sairakamdar@hotmail.com,6698231254,3444691552,8524371946,918165371,8.74995E+11
97,Miss,Zara Tella,25-07-1976,Duplicate,25PG504045,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,1353758979,6229404756,1353758979,cdate@sridhar-ratti.info,grovernehmat@cheema.com,6597215060,5691710126,8306870109,4551361010,8.54033E+11
98,Dr,Jayant Sehgal,23-03-2002,Duplicate,25UG340066,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,3520670077,6357484756,3520670077,srivastavariya@cherian.info,lraj@gmail.com,5790369178,7505519370,2705206860,7201315471,7.0678E+11
99,Dr,Aarush Ramachandran,19-12-1984,Provisionally Admitted,25UG967754,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,8350883522,8479228970,8350883522,rohan72@bassi.info,mohanlal80@sheth-kapoor.com,5817337376,2221689226,7214216966,9888375889,1.588E+11
100,Dr,Mohanlal Thaker,26-03-1978,Provisionally Admitted,25PG572358,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,430324662,6249418078,430324662,dhanuk28@kanda.com,walividur@hotmail.com,3266721800,6150159797,7317720252,7233523858,4.15306E+11
101,Mrs,Anya Bhagat,02-07-1992,Provisionally Admitted,25PG442468,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,8515187647,7067621319,8515187647,ishaan67@yahoo.com,madhup35@gmail.com,190963925,346314724,7313288194,9006862884,4.38734E+11
102,Mrs,Prerak Bandi,27-01-1999,Provisionally Admitted,25UG934418,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,7267229672,9738349140,7267229672,stuvan56@virk-kamdar.net,divijkunda@hotmail.com,8958660290,2285894381,5449618921,3435232412,4.23389E+11
103,Mr,Mahika Mahajan,18-02-1982,Duplicate,25PG818236,Centre for Distance and Online Education,MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7363631096,8802883706,7363631096,kbasak@kakar.net,stuvan06@borra-shroff.com,9335966354,2836987132,8999987899,8132795963,7.34924E+11
104,Miss,Kiaan Bhattacharyya,02-08-1991,Provisionally Admitted,25PG790771,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,380809104,7534609225,380809104,myravarma@yahoo.com,korpaladvik@atwal-bumb.com,3623685674,8010632075,525527688,3557698642,8.4181E+11
105,Ms,Kavya Bedi,12-07-1976,Duplicate,25PG515534,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,5574719790,8091580553,5574719790,lagate@chakraborty-chakrabarti.net,jayant51@baria.org,9533282750,3986280564,3355491965,1700786577,9.89151E+11
106,Ms,Aaina Sagar,01-02-2001,Provisionally Admitted,25UG227943,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,193714041,9540521525,193714041,usaraf@hotmail.com,dezoya@dutta.org,1944750875,3241936815,9975058195,9725368071,2.09839E+11
107,Dr,Lakshay Bedi,20-05-2000,Provisionally Admitted,25UG483893,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,51407983,9573069280,51407983,nehmatdani@bera.com,sundaramahana@yahoo.com,5674023747,3229913134,9911141722,4235202816,5.98736E+11
108,Dr,Farhan Gandhi,10-02-1991,Provisionally Admitted,25PG371649,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,9101503855,4234163284,9101503855,faiyaz05@kota.info,qkalla@yahoo.com,4039936190,6549873232,9231592232,7312696217,8.85149E+11
109,Mr,Misha Shah,22-02-1977,Provisionally Admitted,25PG632138,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,6176155908,9142332403,6176155908,bhavin33@yahoo.com,khushikanda@hotmail.com,9337454512,1478563124,3489024389,8858048879,4.00976E+11
110,Miss,Chirag Tandon,08-02-1980,Provisionally Admitted,25PG136116,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,8290785413,3433194625,8290785413,balashaan@johal.com,xsant@garde.info,1060979307,1284336088,8569288901,5031704647,1.6513E+11
111,Mr,Badal Krish,20-10-2002,Provisionally Admitted,25PG702321,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Installment,7259785242,8603450226,7259785242,xsetty@dhar.info,neysaboase@yahoo.com,48795328,8959244962,3667556585,6398787333,7.79545E+11
112,Dr,Kavya Vora,07-02-1973,Provisionally Admitted,25UG574398,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,6806565613,6083283532,6806565613,zain10@halder-kale.com,tandonindrans@gmail.com,4462657784,3064251786,6425125071,1549967215,6.81683E+11
113,Mr,Anahi Dugar,28-04-1996,Duplicate,25UG774954,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,782501202,669926994,782501202,badal07@joshi.com,badalamble@viswanathan.com,729443,6638936866,8296610420,6309684875,4.88685E+11
114,Mrs,Priyansh Srinivas,23-12-1983,Duplicate,25UG971685,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Installment,7354142184,9361291212,7354142184,shamik08@hotmail.com,dhanushkapadia@wali.com,222297182,5949056457,7011165238,7889446361,5.36284E+11
115,Ms,Kaira Doctor,11-03-1974,Duplicate,25PG362550,Centre for Distance and Online Education,MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,91631964,8895566752,91631964,tiwarisana@gupta.org,jayantmane@chandran-baral.com,7302378406,7492492559,3690527833,6853733908,5.89791E+11
116,Ms,Manikya Chaudry,23-01-1972,Duplicate,25UG998220,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,6364588508,3810793336,6364588508,malhotraranbir@yahoo.com,usaxena@thakur-bhandari.com,8141901306,3524670512,6160585610,971354297,6.63011E+11
117,Mrs,Rhea Baral,20-06-1997,Provisionally Admitted,25UG128977,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,807124695,9736448162,807124695,cshan@arora.com,nehmat19@hotmail.com,6613033740,4608744052,8680092626,841968181,8.73861E+11
118,Mrs,Zoya Tella,06-05-1974,Duplicate,25PG727329,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Installment,555951756,1519953060,555951756,zchandra@varughese.info,hazel56@yahoo.com,3243867,4986016749,7986485249,3007893962,9.07757E+11
119,Ms,Divyansh Bajwa,04-08-1983,Provisionally Admitted,25PG362931,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,6504469168,7334869951,6504469168,biswasjhanvi@kar-kamdar.com,nayantaraghosh@rau-halder.com,2945011712,1253945754,5254902520,5806811537,8.57027E+11
120,Dr,Indrajit Kurian,17-05-1973,Duplicate,25UG417178,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,5343418801,1968044435,5343418801,routtiya@dalia.biz,zkhurana@hotmail.com,5003107771,9013697660,4066978895,5413459336,9.51618E+11
121,Mr,Hunar Shankar,23-10-1985,Duplicate,25PG794886,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,VACANT QUOTA,4622709148,4998747559,4622709148,riyagrover@hotmail.com,regeaarna@yahoo.com,410687704,7781102027,797596096,1658238190,7.41874E+11
122,Mrs,Priyansh Grewal,19-12-1974,Duplicate,25UG357457,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,7502091964,2763226566,7502091964,samar29@hotmail.com,anahitadeshmukh@gmail.com,4998944404,7741975131,2799430024,9423689081,8.12921E+11
123,Mrs,Dhanush Setty,25-02-1973,Provisionally Admitted,25PG638003,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,4250144881,2401406823,4250144881,tiya76@yahoo.com,riaan15@dalia.com,6008727169,2546587515,6868455550,3573627280,6.34304E+11
124,Miss,Prisha Ratta,19-05-1994,Provisionally Admitted,25PG228007,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,9392135663,6474638702,9392135663,abram55@devan-goswami.com,dkarpe@hotmail.com,3503886970,8281937461,5896863653,8220794575,8.48928E+11
125,Mr,Priyansh Srinivasan,18-05-1995,Duplicate,25PG574734,Centre for Distance and Online Education,MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,7955876459,883124186,7955876459,pbhalla@keer-sehgal.biz,imahajan@sinha.org,6973427741,1881515007,8415491710,2501709411,4.67866E+11
126,Ms,Aayush Bhatia,13-12-1977,Provisionally Admitted,25UG333533,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,2518652518,1554005180,2518652518,iyogi@raja.com,armaanbala@gmail.com,8963336461,2877394838,7087544040,9845107261,4.81299E+11
127,Ms,Aaryahi Subramanian,28-05-1996,Provisionally Admitted,25PG467507,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,8856063585,6259625038,8856063585,gokul83@chandran-bala.net,qbera@master.com,8525704963,716244707,1925818188,2441061187,1.24071E+11
128,Miss,Arhaan Kunda,27-07-2005,Provisionally Admitted,25UG867977,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,9138068037,7144253541,9138068037,thakkarmannat@hotmail.com,kashvi83@ganguly.info,9489203007,8544311994,6238315603,9941487502,7.9648E+11
129,Dr,Jiya Singh,30-08-1993,Duplicate,25UG952584,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,804415975,1368052731,804415975,dhanushdutta@yahoo.com,lalfateh@yahoo.com,2163240487,1887590665,1133224347,5941390257,2.33044E+11
130,Mr,Nirvaan Wable,10-11-2003,Duplicate,25PG902722,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,4040689186,9587089280,4040689186,miraan79@gmail.com,xupadhyay@das.com,8675577960,331179319,2859817217,2813492640,2.60051E+11
131,Miss,Reyansh Subramaniam,26-02-1999,Provisionally Admitted,25UG182746,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,8325159234,9121420634,8325159234,jiya82@gmail.com,zoyaravel@gmail.com,4233851557,932897175,9290042783,2886358327,4.23445E+11
132,Mrs,Bhavin Jhaveri,19-01-1992,Provisionally Admitted,25PG684833,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,926770445,9590680937,926770445,adhar@gmail.com,jiyabadami@hotmail.com,1904024178,6902900176,3787646196,3212683675,6.52885E+11
133,Ms,Hridaan Banerjee,17-12-1993,Duplicate,25PG359126,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,2351314986,7197335941,2351314986,sairasagar@varkey-thaman.org,mehulbahri@seth-mangal.com,9802687108,9991252111,9438467144,2136595619,7.79237E+11
134,Dr,Jivika Dhar,04-07-1988,Provisionally Admitted,25UG701226,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,2453457114,8232576177,2453457114,saranlavanya@edwin-solanki.com,vborah@gmail.com,7851285338,938682992,5700969688,5758677553,3.19107E+11
